,Player Name,Nation,Squad,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,DF,FW,MF,Prediction,market_value,difference,difference %
678,rafael leao,pt POR,Milan,0.6100779437207372,0.4960152397797426,2.608643980449516,2.5759461442183613,3.043590387296952,2.538569566527236,2.1994721762325176,-0.8269592662648558,1.4653561716048225,2.8844214413345246,0.5608260925801639,0.49352970430176657,-0.19397669704488388,0.26333481337808334,1.3690032495059155,0.938571368775918,2.0378386833938382,4.125621887511686,0.7295867123887546,1.6344416523035106,1.3377174721284062,1.0310175671168724,1.2567101544017811,1.731985746939685,2.562215472872052,0.611608968794639,2.9952373163724895,3.4672017482196913,1.4947813596634525,-0.9691617973576767,-1.0684932868386259,-0.4887936630030031,-0.8229777481582592,-0.33501655588032514,-0.21544540712484572,-0.8902670571503373,-0.34012254989609897,-0.9367495915288099,-0.6313845492227542,2.309265782742665,2.656347641759557,-0.41294118952448305,5.189230559511401,1.6423535495851147,3.257583434625049,-0.48143675468883057,1.3096621897815355,2.3294417249787274,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,60.86,85.0,-24.14,-28.4
679,pierre lees melou,fr FRA,Brest,-0.10096497598956576,0.3690850322170025,-0.13440041114845927,-0.5980096257532103,-0.3757134890291786,-0.4878716847326112,-0.6207308960143528,0.6552291074663232,0.8042605354417761,2.8844214413345246,0.24535490509769334,-0.15923168800786108,0.344525341928194,0.14371470658314697,-0.4146786766942579,-0.4196759204671125,-0.3717636651503037,-0.32696075347880543,-0.06971190644686615,0.1974847371639809,-0.21375869862241526,-0.6827881241973672,-0.5537637162772623,-0.2467886144058833,-0.58733505716106,0.33745026082894014,-0.41372745926485033,-0.2273019654051548,0.14320554236148647,0.08937318573747653,0.05560519010186535,0.3587444576568235,-0.5632914478678778,-0.7716261526636531,1.7151653781465916,0.023201016474265618,-0.4355724443802864,0.3051105127058748,-0.40154897067331263,-0.6342888551081275,-0.426944809265073,-0.2810945201768658,-0.5119602274269239,-0.3692532710427605,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,2.01,4.5,-2.49,-55.33
680,diogo leite,pt POR,Union Berlin,0.2545564838655857,0.8066602214464487,-0.5723654820758671,-0.016744998577915973,-0.410579290439369,-0.44699341895738015,-0.5067004863806925,-0.8269592662648558,-0.5179307368843165,2.8844214413345246,1.5705728858479198,0.9168355768904337,1.3364605433748755,1.2413431938598511,0.7832549694257527,-0.5161423472599415,-0.7488301980756793,-0.4900320498927904,-0.6578750410617571,-0.7262732797114314,0.11640484216241626,0.5753807261560743,0.9263431800977718,0.6739539334224114,-0.38679079914430126,1.3579515310336479,-0.5238747329574042,-0.6279108018223069,1.1986776724162715,1.0130319753869936,1.496211192746559,0.7722041554434984,-0.8229777481582592,1.8345454529644232,-0.6237749609670422,0.6244121465639267,1.7537010445615775,-0.29992636067236567,2.147536536875036,-0.38250587443305384,-0.015596465739945747,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,0.18616388145440826,1.4238993837496956,-0.1398374409515091,0.3296256362878815,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,14.37,9.0,5.37,59.67
681,maxim leitsch,de GER,Mainz 05,-1.878572275265323,-0.7899881789480189,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5352730780251667,-0.8174892498920415,-0.5799278706429927,-1.1790263730473627,-0.3041753519952772,-0.8313100188481639,-0.6586930563659856,1.5435149786283089,-0.34765733034649415,0.9548460441397782,-0.6234130138535671,-0.47629849020783027,-0.7182020702354538,-0.6578750410617571,-0.7262732797114314,0.4272784458077347,0.18796431820748136,0.27084939844918654,0.25034294445501065,-0.7757520075396376,-0.43439996529040104,-0.7833742421652848,-0.6279108018223069,-0.3210116979186732,-0.5054129121138623,-0.2334622212662496,-0.46329155565920566,-0.8229777481582592,0.941120373407097,-0.9109189893268321,-0.2721084674386979,0.44603749012820876,-0.6336831141935142,0.6431582045514205,-0.952162791540752,-0.8848074689213609,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,8.22,5.0,3.22,64.4
682,florian lejeune,fr FRA,Rayo Vallecano,-0.10096497598956576,0.30561992843563246,0.4185857895174593,-0.5980096257532103,0.013048381154868323,-0.20404315853437496,-0.7419658413329288,1.1492918987100496,1.4653561716048225,2.8844214413345246,-0.1633236786864173,-0.7071556445829125,-0.27423035411985847,-0.15235382753687263,0.7131267981401784,-0.5843119555268739,-0.013432078714805241,-0.04248671477775277,0.8008792135541953,0.9756808847135694,0.7990451559598999,0.02467310493989297,0.19580135956441735,0.08726890479123581,-0.5204869711554739,0.2979231175639984,-0.49960499468616354,-0.6279108018223069,-0.02205055651229227,-0.6057382780164977,-0.349373049065248,-0.7080032665539442,-0.4242674689245424,0.05750747146881272,-0.3957312627686227,-0.15983154744309516,1.0673295305889199,-0.8808494456188639,1.1519489270819219,-0.7165098704518446,-0.4742680700246013,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,5.14,3.0,2.14,71.33
683,inigo lekue,es ESP,Athletic Club,-0.10096497598956576,0.3022796598155604,-0.5723654820758671,0.09023835906166196,-0.36032670343031514,-0.5742668847398374,-0.5230970158704997,0.6552291074663232,-0.5179307368843165,-0.3041753519952772,0.32023947990413837,-0.617153695037191,0.8958679660332676,1.8029613492225902,1.1866577600479653,0.7483395751404597,-0.5455251468805887,-0.18709584300983265,-0.6578750410617571,-0.7262732797114314,1.6774109648220277,0.5992228814174899,0.47771013780836513,0.2715774641989622,0.054524883689038926,0.6996201449313552,-0.1688520231178453,0.5708807920017467,0.18725796064916495,0.28823239315162885,0.9871497612701428,-0.1805979827630661,-0.8229777481582592,0.32035937163798994,0.0573712684685517,0.3545238520839313,-0.43644017069377905,0.7342263386616372,0.6831136719547533,0.026711320779659087,0.3304295990444665,0.11311370332712097,0.12383038828189567,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,0.2552678130959879,0.2777436151190157,1.8761741772462188,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,8.25,3.0,5.25,175.0
684,thomas lemar,fr FRA,Atlético Madrid,-1.1675293555550201,-1.5582499615646037,-0.5723654820758671,3.0568485336079934,1.0331595285178081,-0.6226829867573099,1.5614981197200117,0.1611663162225969,-1.1790263730473627,-0.3041753519952772,-1.2531332354440432,-0.2561568644417151,-0.45720869225079963,0.11424817001195992,-1.5015888058990454,0.432315560967152,-0.7488301980756793,-0.7125850954310197,-0.6578750410617571,-0.7262732797114314,2.2575878646484644,1.2696476082842083,1.0572329399577836,0.9132749734288385,0.8732660432618837,0.061149687957258544,0.49358737149076143,0.7560106330733091,-0.11253660488698311,-0.2945248980736286,-0.637021144174599,-0.04820406378675539,0.37315308954289145,-0.29886934275128674,0.2394480432081273,-0.739434666514735,0.012174333381902214,-0.964151623837607,-0.6588768433076156,1.5929280241547725,0.26348943104701433,0.1943525601978749,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,1.6020962887835153,2.0924892359731793,0.4215983101781447,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,5.716008858852765,0.0,0.0,1.0,25.41,30.0,-4.59,-15.3
685,mario lemina,ga GAB,Nice,-0.45648643584471726,-0.452621048320736,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5522332095702093,-0.7394815186829579,0.6552291074663232,-0.5179307368843165,2.8844214413345246,-0.37762102573890316,-0.49022786875476326,0.12784046782576347,0.15897416302179726,-0.12712562516362322,-0.5426384591523717,-0.3447935773461955,-0.5116271920691996,-0.6578750410617571,-0.7262732797114314,0.17217149178039876,0.22632621199474284,0.3732958066473118,-0.013097234541914807,-0.6015328807374678,0.30726943715373883,-0.49027047996645545,-0.6279108018223069,0.12344148442701444,1.182714928431503,0.41705773066690544,1.1769822847727125,2.0598024944592077,0.37258637160839336,0.003046722562645548,0.41045046883645825,0.5831382476600424,0.16261994470012994,0.011202004520740131,-0.5756286009576873,-0.4560668158863209,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.40132004299205803,-0.28352552298053774,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,6.72,7.0,-0.28,-4.0
686,clement lenglet,fr FRA,Tottenham,-1.5230508154101716,-0.9536613413315522,-0.5723654820758671,0.9157874608471972,0.02745303150274074,0.019627636115205883,-0.008096930531549609,0.1611663162225969,-1.1790263730473627,-0.3041753519952772,-0.1716884450211792,-0.29176203129496736,-0.13458899080940276,0.08793876235911488,2.1938995113395037,-0.4138879348595428,-0.7488301980756793,0.2070994206559201,-0.6578750410617571,-0.7262732797114314,0.7276362404502527,2.003452855321184,1.8620219004956464,1.0905953100812154,-0.5589394100082447,0.35322217513662585,-0.7833742421652848,-0.6279108018223069,0.06355400767376482,0.16154602549396418,0.4728841701782597,-0.15401067936208565,-0.11080774281645554,1.5046513646041844,-0.473337756919917,0.751518093728761,1.105509488382596,0.27387219587384604,0.28465868968482827,-0.20466743657995543,-0.25888656272162114,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,0.8239744640905157,0.6267681211641162,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,21.54,12.0,9.54,79.5
687,christopher lenz,de GER,Eint Frankfurt,-1.1675293555550201,-1.2876882033387629,-0.5723654820758671,2.4079787879243013,0.7283702222935151,-0.3597284686145107,1.0999109713554345,0.4081977118444601,-1.1790263730473627,-0.3041753519952772,-0.16810354516342416,-0.25945363915034964,0.633438507398101,0.14809960785862067,1.5881933230628342,1.3036003277599824,0.13912391413133382,0.22108591170281713,-0.6578750410617571,-0.7262732797114314,1.6579895800699782,0.9950830757703428,0.867549574678136,0.5260101869679548,0.3284245635172375,-0.03153464797432734,0.34672433990068974,1.6685085382457105,-0.22469168063561365,0.2823459558665249,0.2202458761184015,0.19379465696502587,0.3679069016582372,0.43341633445833205,0.775529825883993,0.02743788137975962,-0.7791920645233615,0.5276150150533068,0.08891355580061472,0.4634311737699076,-0.38487968858993726,1.0986342620870877,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,0.8128092290171585,-0.1184463647159634,2.1969843288572557,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,8.88,5.0,3.88,77.6
688,sergio leon,es ESP,Valladolid,0.2545564838655857,-0.7732868358476583,1.8500633312833827,0.10696539869260538,1.3505529037964885,1.1963998402404779,-0.1713169286346325,1.643354689953776,-1.1790263730473627,-0.3041753519952772,-0.7926727648256896,0.04022318186452476,-1.0061437066436238,-0.8145616181589884,-0.41053608429764216,-0.47472609469022026,1.601376193739567,0.3591157945464368,1.2571969213342793,0.24451241802309223,-0.14537307820107273,-0.22718106731559803,-0.5282036005843206,-0.464084190681403,-0.36726879172674065,-0.8592680766406535,-0.4236842749658723,-0.33554728231585007,-0.7602262143058254,-1.080236309607023,-1.0684932868386259,-0.8810920376746129,-0.44394067349199556,1.1649635599186339,-1.1216504695991936,-0.8292562025112173,-0.7791920645233615,-0.5805231715144479,-0.7507011055510527,-0.2905584935710869,-0.5600162006316092,-0.2204983236585166,-0.04678684023743335,0.6502656403209122,-0.610837956549423,-0.48143675468883057,0.3783555255579124,0.027766604032659604,-0.27162260048869397,-0.26818175823197155,1.0902624776141638,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,3.21,2.0,1.21,60.5
689,johann lepenant,fr FRA,Lyon,-0.10096497598956576,-0.08853176873287626,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5300545760113072,-0.5454559197202371,-1.5680534531304455,-0.5179307368843165,-0.3041753519952772,0.4915180286635609,-0.04516328308910784,0.8978743074601421,1.3153603273898578,0.1929457563374941,-0.4825720307360369,-0.7488301980756793,-0.06513364108088815,-0.6578750410617571,-0.7262732797114314,1.3062357689262705,0.3378675879522665,0.6516958850348714,1.279798416984699,-0.4483147013087344,1.0033755315978974,-0.5562343839857249,-0.6279108018223069,0.5289618538535911,1.4808757735247948,0.8310249728061859,1.5367247777288358,1.5705954742152064,0.0774548993472231,2.5825671935452927,0.5367090430201928,-0.14575185567375326,0.7862902000483522,-0.24062740929659043,-0.15309051383954522,-0.14179182776535307,-0.41294118952448305,-0.5119602274269239,0.44148523545271684,0.08677756112779186,1.1863035103712714,-0.37907961506367793,-0.2233895438984427,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,15.13,10.0,5.13,51.3
690,mehdi leris,dz ALG,Sampdoria,0.2545564838655857,-0.025066664951506203,-0.5723654820758671,-0.2683475530266946,-0.5287628989753194,-0.31479136793961143,-0.6038375019945514,-0.5799278706429927,2.1264518077678685,-0.3041753519952772,0.18560657413510254,-0.15725362318268127,-0.38498040088332325,-0.4610508773302577,-0.3977001699258615,-0.07033883357468208,-0.37701356773812666,-0.539286876763544,-0.6578750410617571,-0.7262732797114314,-1.1383612051937353,-0.9060495805865788,-1.1665810290204432,-0.7858215941287463,-0.6257874960138312,-0.6476128809313391,-0.4087490514143398,-0.45390898398455415,-0.605447447349117,0.09244437040796401,0.07074456352867213,-0.01130739784253841,0.30495264704238634,-0.7469618642364857,0.00782250681810863,-0.225926639968809,-0.7791920645233615,0.19988670864009248,-0.7204595820577053,-0.7197117174858028,-0.7145246246498972,-0.41294118952448305,-0.5119602274269239,-0.14675736512482934,0.046640777918965065,0.30445728802442207,-0.5702392445857464,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,0.5092726610155824,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,3.21,2.2,1.01,45.91
691,jefferson lerma,co COL,Bournemouth,0.9655994035758887,1.64840791370462,-0.0774719370167468,-0.5980096257532103,-0.33569147755128403,-0.3095728659257518,-0.6550145485839501,0.4081977118444601,0.8042605354417761,-0.3041753519952772,0.7006371870326227,1.148269161436575,0.699647774484955,1.6509806710146533,0.5937466724248845,-0.5813536517718938,-0.41221879685646606,-0.2667405176272846,0.38820531257731467,1.3180312043010336,-0.11201824652031123,0.13762177863145997,0.3461720312357612,-0.15798886772905574,-0.3965518028530814,0.3260594338289446,-0.1728969794963855,-0.6279108018223069,0.40501977969825737,0.3619408252433608,0.32385596300811853,0.2041040195082634,0.463649830553176,0.22082530647700396,0.049610619053422095,-0.21067392630902804,0.639540458037062,-0.6764302845952375,1.7873874843633533,-0.5783320472740955,-0.23401151539930523,0.022552354684313134,-0.5119602274269239,0.3256654488105055,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,10.52,15.0,-4.48,-29.87
692,robert lewandowski,pl POL,Barcelona,0.6100779437207372,0.693091088363997,6.47093244219531,2.660278302357703,5.798479766327484,6.7258375990922294,1.9152656650758562,1.8903860855756391,0.14316489927872983,2.8844214413345246,2.909333821616335,2.4373080725126575,-1.0061437066436238,-0.23250982285254113,1.0630432110701191,0.013265402979103327,5.960236491362308,4.259041822906248,2.609697929020969,1.6344416523035101,0.4347380978190975,1.542931425399896,1.2983263857418859,1.7555279620808744,1.5600857587706067,0.10184512117091689,1.9547500756157106,0.4848915215586707,0.6670721382149613,-0.2428266227870666,-1.0684932868386259,-0.44104503648695664,2.783776422541482,1.0357345037882626,0.19169020065348427,0.3121552030289863,-0.7791920645233615,0.8958983292835395,-0.7079964087392346,1.7008846401865296,2.1980805097890843,-0.41294118952448305,1.2585959175849781,5.196192266027694,1.491564973436703,-0.48143675468883057,2.1812708632500324,1.94032656621223,-0.27162260048869397,-0.26818175823197155,7.848614104884836,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,45.65,45.0,0.65,1.44
693,dimitri lienard,fr FRA,Strasbourg,0.2545564838655857,-0.3757948700590775,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.498163730371056,-0.09877470725548433,1.8903860855756391,0.14316489927872983,-0.3041753519952772,0.0039716480088329556,-0.5742956238249427,-0.16187523421489405,-0.04606382061937728,0.05215883542983279,1.1694476835667553,-0.423953873229246,-0.23514223705413426,-0.6578750410617571,-0.7262732797114314,0.09573470509128552,-0.2852823594782508,-0.2745932494429741,-0.5274527618717196,0.13113397340340546,-0.24981015339304086,0.44411444347630963,0.968454712991496,-0.00216743798785306,0.05072744530049197,0.17577396667715345,-0.03897989730070077,-0.1331040413262358,0.1529708213616925,-0.022623117810475095,0.01811677858767219,0.13365601727086832,-0.06098063893965454,-0.33116869781606745,-0.002528187983279192,-0.2829526654155691,0.812966478500584,-0.5119602274269239,-0.27019687457244845,-0.610837956549423,0.7202500664366673,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,1.57,0.6,0.97,161.67
694,philipp lienhart,at AUT,Freiburg,0.9655994035758887,1.6383871078444034,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.4913506860751842,-0.5919127532746915,-0.08586507939926628,-1.1790263730473627,-0.3041753519952772,0.012734736550012374,1.2372820785697054,2.0908449198796344,2.3379193048304434,1.46311968365958,-0.6234130138535671,-0.7488301980756793,-0.6120166302074096,-0.6578750410617571,-0.7262732797114314,0.6583962105474309,1.0626929351624863,1.317731021469384,1.1258993275696236,-0.6115896724374233,0.8082711101620792,-0.5008495966487913,-0.6279108018223069,0.6942179527273686,-0.18242665760078608,0.2202458761184015,-0.29888435299599986,-0.8229777481582592,0.5926634541984162,0.23347831288879684,1.566267215055342,1.1905466671048717,1.2740463751449396,3.4173139596745035,-0.5582298849995755,-0.20124925795040138,-0.41294118952448305,0.21879658151435205,0.7127473673252631,-0.610837956549423,-0.48143675468883057,-0.2091699490683212,0.4168817627991568,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,23.68,20.0,3.68,18.4
695,matthijs de ligt,nl NED,Bayern Munich,-0.10096497598956576,-0.29896869179741903,0.3817976549047373,-0.5980096257532103,-0.0128145137879018,-0.3917642726440358,-0.6478100128990347,-0.8269592662648558,0.14316489927872983,-0.3041753519952772,1.4674074343858503,-0.33231236021117166,1.186386204644674,1.749465553661804,2.617056141567254,-0.6234130138535671,0.48155138390372293,-0.045507796843882425,2.463456900989295,1.3768158053749233,1.7354450857562376,2.756677321884008,3.020388647648355,2.898777011275229,-0.47611877247919965,1.8107612436573937,-0.5708584570466008,-0.6279108018223069,1.3227388071615722,0.34504930955567203,0.8702927226319682,0.07388049264631814,-0.8229777481582592,3.540932063344188,-0.7139178887889304,1.5747409448663316,3.3694074402848244,-0.09112287447933158,3.596930281028931,-0.26091120240288024,-0.06069512877146151,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,64.39,70.0,-5.61,-8.01
696,jesper lindstrom,dk DEN,Eint Frankfurt,0.6100779437207372,0.17868972087289237,2.5460110170898806,-0.5980096257532103,1.5086766792060844,2.601771424250643,0.8743344747380839,-1.073990661886719,-0.5179307368843165,-0.3041753519952772,0.012734736550012374,0.788261363253689,0.08691110271752606,0.4666188365090676,-0.28327891097104774,0.7780512345926506,2.475845262044526,2.1717650342243235,1.3131798148776554,1.0953028824544062,0.9269436829564732,0.518433567055732,0.31348010170429186,-0.31467952415691935,0.4627123115107605,-0.6503388908116796,0.6292489854171833,-0.1686269338087034,-0.22469168063561365,-0.18242665760078608,0.4350357366112394,-0.7915633629570256,-0.227535423250011,-0.3041492727588993,0.23347831288879684,0.6044988815081032,-0.7791920645233615,1.2740463751449396,-0.41034650478046847,1.2656750924009783,0.25782681864843826,0.4940040814424594,3.141823817279456,4.863972351711879,2.8600381533185812,1.592957985961268,1.671271738608961,-0.6537744922310835,-0.27162260048869397,8.216475269576287,4.16404620816563,2.786156498443705,-0.17282534396494637,0.0,0.0,1.0,27.68,28.0,-0.32,-1.14
697,karol linetty,pl POL,Torino,0.6100779437207372,0.32566154015606513,-0.25384543049229796,-0.5980096257532103,-0.4596860529889329,-0.4243799102306566,-0.43987220709647756,0.1611663162225969,2.1264518077678685,-0.3041753519952772,1.6530255825762927,-0.20604588887047123,0.5796685571578677,0.5141511663352076,-0.01890805137418724,-0.27150348891332754,-0.15425299518816402,-0.4370624109999811,0.24516330703383254,-0.017125711201014283,0.1197238943789253,-0.02738946519996005,0.239858425587227,0.5342173939855543,0.28878897269976556,0.35711647496568344,-0.40501524552645646,-0.32037270517883676,-0.058244975862168695,0.4057052067978259,-0.7808451917292747,1.766243743823012,-0.0255571896908257,0.13327262094867615,-0.21425146106098,0.4841719181920604,0.012174333381901945,0.6185897623185128,-0.07384082518176499,-0.06454131968814766,0.1405298475350781,-0.008078689709577898,-0.5119602274269239,-0.20771514756809803,-0.029810237716893742,0.9075852742927328,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,5.18,3.5,1.68,48.0
698,jesse lingard,eng ENG,Nott'ham Forest,0.2545564838655857,-0.1586774097543905,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.17215231289412344,-0.30099857096310867,0.6552291074663232,-0.5179307368843165,-0.3041753519952772,-0.3067196729966307,-0.32242203608526804,-0.5294369836182764,-0.3077547287396783,-0.49245942014106886,-0.5088108988236864,-0.4125276146557497,-0.2095413638418933,-0.6578750410617571,-0.7262732797114314,0.09530750035054669,-0.03703950680482882,0.004279740664359592,-0.39234091845271735,-0.001674834634241587,-0.27940683209388323,-0.13649237208952442,-0.3274541745094428,-0.3989963843468606,-1.000129576118439,-0.787468667603503,-0.8767512534458812,-0.8229777481582592,-1.5026933844869002,-0.7670484886309704,-0.18652379634770952,-0.7791920645233615,0.25085448873445654,-0.6918675962094493,0.04154251788978588,-0.0064958386708052675,-0.21517118550305722,-0.033910068273710174,0.6868403097868743,-0.043189165453168754,-0.48143675468883057,-0.15226326708153487,-0.3035708493412361,-0.27162260048869397,-0.26818175823197155,1.1299882770397087,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,6.65,14.0,-7.35,-52.5
699,pol lirola,es ESP,Elche,-1.5230508154101716,-1.0304875195932106,-0.17002436428609521,-0.5980096257532103,-0.400757937929456,-0.594850976016727,-0.22721418825897546,-0.33289647502112946,-0.5179307368843165,-0.3041753519952772,-0.9950204456856581,-0.7941904968908627,-0.4861000087977902,-0.48771107708514,-0.2431386191279732,0.18227458272013994,-0.5709511456882784,-0.8699499034978704,4.277759655007258,1.2891987571076502,-1.0430616861058462,-0.6080003017596259,-0.7093211616493517,-0.8541219337083236,-0.4968239318614608,-0.7052485184014005,-0.5817487242195932,-0.19088298027632272,-0.7011721616823424,-0.5647891490766461,-0.2509671217909958,-0.6862993454102864,-0.5396836023869339,-0.10701957827888281,-0.7348119449065865,-1.2275215036276952,-0.7791920645233615,-1.095681378919833,-0.4345397235751463,-0.14114399967039018,-0.2849750269864889,-0.41294118952448305,-0.16428738440640478,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,3.06,3.0,0.06,2.0
700,dejan ljubicic,at AUT,Köln,-1.1675293555550201,-0.9904042961523454,1.2046411214956239,-0.5980096257532103,0.5656631490459597,0.2331513435156152,-0.02747464720132237,-0.33289647502112946,-0.5179307368843165,-0.3041753519952772,-0.3664680039592205,-0.5884717550720712,-0.3681271328975784,-0.15779110511846092,-1.0960024813534943,-0.21439536425197292,0.5605572708871311,0.7677451169725872,0.7953951750030075,1.054060352812089,0.5419993496476714,0.04610274980008965,0.060548607709072604,0.42508573423224477,0.060440643512541525,-0.4511454545553515,0.008192606065948134,0.015491268787058136,-0.2025464109018079,-0.3329147064547395,-0.9180457634097218,0.16992034370700215,0.42823806233175965,-0.4547749683257146,0.5868863477931532,-0.6453762656127586,-0.7791920645233615,-0.34267353107408927,-0.8513229019016455,0.977629683761123,0.5158801550978295,-0.41294118952448305,-0.5119602274269239,0.29823444671103394,-0.0030523822443431314,-0.48143675468883057,1.0919401058510771,0.84608757428705,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,11.66,10.0,1.66,16.6
701,diego llorente,es ESP,Leeds United,-1.878572275265323,-0.7565854927472978,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.14084130081096757,-0.8174892498920415,0.6552291074663232,-0.5179307368843165,-0.3041753519952772,-0.349738471289695,-0.7585853300376103,1.269047471431898,0.6441196401402643,1.3910834710484714,-0.5747939347499813,-0.7488301980756793,-0.21981304286673478,-0.6578750410617571,-0.7262732797114314,-0.23564472610949583,0.5668922636332732,0.6598040327464787,0.30811907639637415,-0.8801651684244692,-0.2899214416323405,-0.7833742421652848,-0.6279108018223069,-0.18040114116800138,0.02948508466294416,0.3621775019947264,-0.0123925938997203,-0.8229777481582592,0.48963097387504434,-0.44468305138713127,-0.5182703184479248,-0.4511915180231535,-0.3854207014758122,0.6145662187031652,-0.6158027194026334,-0.645359858924433,-0.41294118952448305,-0.5119602274269239,-0.09494325004805022,-0.610837956549423,-0.48143675468883057,-0.26409570225176976,-0.2080607649167323,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,9.43,12.0,-2.57,-21.42
